"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Corpolex Abogados & Economistas",,,"Av. del Ejército Español, 2, Bloque C-D, 1ºD","Jaén","Jaén","ES","http://corpolexabogados.com/","+34 953 81 05 92","Oficinas de empresa",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Corpolex%20Abogados%20%26%20Economistas&query_place_id=ChIJq_nODgzXbQ0RHYnChhlp788","Oficinas de empresa"
"OL Abogados","5","22","Av. Europa, 5","Torrox","Málaga","ES","https://www.olmedolorenzoabogados.com/","+34 952 53 03 32","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OL%20Abogados&query_place_id=ChIJJeywZW46cg0RFsDxAvOakaE","Abogado"
"Pérez-Borbujo","4","33","Av. de América, 13, Planta 4","Córdoba","Córdoba","ES","https://www.perez-borbujo.com/","+34 957 47 10 35","Asesoría laboral",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=P%C3%A9rez-Borbujo&query_place_id=ChIJX2PYp2LfbA0Rw0NRzitLScc","Asesoría laboral"
"Antonio Martínez Sánchez","5","39","C. Tórtola, 17, Local Derecha, Oficina 3","Granada","Granada","ES","https://pozoabogadosasociados.com/despacho-abogados-granada/antonio-martinez/","+34 600 86 81 94","Abogado penalista",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Antonio%20Mart%C3%ADnez%20S%C3%A1nchez&query_place_id=ChIJ4aeSi6vXbQ0RX8Jl0t-NS08","Abogado penalista"
"Asesoría Quesada","5","7","Carrer de Lagasca, 21, 1","Castelló de la Plana","Castellón","ES","https://asesoriaquesada.com/","+34 964 06 36 81","Asesoría laboral","Abogado especialista en derecho de extranjería","Asesor fiscal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Asesor%C3%ADa%20Quesada&query_place_id=ChIJBa-neCr-Xw0RSTSPKnU4In0","Asesoría laboral"
"Elena Romero Ramírez | ABOGADA","4.9","37","C. Fernando el Católico, 15","Alcalá la Real","Jaén","ES","http://www.rtlegalabogadas.com/","+34 650 06 86 99","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elena%20Romero%20Ram%C3%ADrez%20%7C%20ABOGADA&query_place_id=ChIJt0sPY23vbQ0RoTEJSYZNnMk","Abogado"
"MENDÍAS BUJEDO Abogados","5","18",,,,,"https://www.abogadosamb.es/","+34 910 05 13 42","Abogado penalista","Abogado administrativo","Abogado especializado en quiebras y concursos","Service establishment","Abogado","Servicios legales","Proveedor de servicios de asistencia jurídica",,,,,"https://www.google.com/maps/search/?api=1&query=MEND%C3%8DAS%20BUJEDO%20Abogados&query_place_id=ChIJFZcOmB2BYw0RQcQoUJjXUXY","Abogado penalista"
"Iure&Lex Servicios Jurídicos","5","3","C. Recogidas, 33","Granada","Granada","ES","http://www.iurelexserviciosjuridicos.com/","+34 958 52 22 89","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Iure%26Lex%20Servicios%20Jur%C3%ADdicos&query_place_id=ChIJY5QbQJb8cQ0RDCMU5J_VTpI","Abogado"
"Juan Fernández Abogado","5","125","C. Alminares del Genil, nº4, 7d","fondo","Granada","ES","http://jfernandezabogado.homestead.com/","+34 638 66 09 75","Abogado laboralista","Asesoría laboral",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juan%20Fern%C3%A1ndez%20Abogado&query_place_id=ChIJG579n6T8cQ0Rh_67R0g1Phg","Abogado laboralista"
"Alfonso Martinez Abogados","5","79","Cl. Mayor, 102, Primero entresuelo","Alcantarilla","Murcia","ES","https://www.alfonsomartinezabogados.com/","+34 601 00 59 43","Abogado laboralista","Gestión de divorcios","Abogado de Derecho de familia","Abogado de lesiones personales","Asesor de pensiones de jubilación",,,,,,,"https://www.google.com/maps/search/?api=1&query=Alfonso%20Martinez%20Abogados&query_place_id=ChIJYVcWqQ-BZA0ROZS92yvpsN4","Abogado laboralista"
"Rafael Valencia Ruz","4","2","Av. Santa Rosa de Lima, 10","Málaga","Málaga","ES","http://valenciakraus.com/","+34 952 07 04 00","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rafael%20Valencia%20Ruz&query_place_id=ChIJP5LaphL3cg0R5u8pUancySE","Abogado"
"Felipe Romero | ABOGADOS","5","18","C. Gamonal, 15","Marmolejo","Jaén","ES","http://www.feliperomeroabogados.es/","+34 644 86 16 65","Abogado","Abogado penalista","Abogado matrimonialista","Abogado de Derecho de familia","Abogado laboralista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Felipe%20Romero%20%7C%20ABOGADOS&query_place_id=ChIJb54uCj5PbA0RWTIeq7QB5XI","Abogado"
"JIMÉNEZ | ABOGADOS","4.7","52","Calle Gómez Becerra, 2, 3º-C","Cáceres","Cáceres","ES","https://www.jabs.es/","+34 927 61 62 82","Abogado especialista en derecho de extranjería","Abogado penalista","Abogado matrimonialista","Abogado de Derecho de familia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JIM%C3%89NEZ%20%7C%20ABOGADOS&query_place_id=ChIJf1n4hdzfFQ0RPFBwDPgmJ4M","Abogado especialista en derecho de extranjería"
"Fernández Crehuet Abogados","5","1","Cam. de Ronda, 55","Granada","Granada","ES","http://www.fernandez-crehuet.com/","+34 958 52 31 45","Abogado","Abogado especializado en quiebras y concursos","Abogado penalista","Abogado especializado en planificación patrimonial","Abogado de Derecho de familia","Abogado especialista en derecho de seguros","Colegio Oficial de Abogados","Abogado de lesiones personales","Abogado fiscal","Abogado especializado en derecho procesal",,"https://www.google.com/maps/search/?api=1&query=Fern%C3%A1ndez%20Crehuet%20Abogados&query_place_id=ChIJVVVVVWH8cQ0R7gg5sC6rJqg","Abogado"
"Internacional de Abogados G.M, S.L","5","60","C. Platería, 44","Murcia","Murcia","ES","http://internacionaldeabogadosgarciamorcillo.com/","+34 968 21 22 95","Abogado especialista en derecho de extranjería","Abogado administrativo","Consultora de administración empresarial","Abogado penalista","Abogado matrimonialista","Gestión de divorcios","Abogado de Derecho de familia","Proveedor de servicios de asistencia jurídica","Abogado fiscal","Abogado especializado en derecho procesal",,"https://www.google.com/maps/search/?api=1&query=Internacional%20de%20Abogados%20G.M%2C%20S.L&query_place_id=ChIJxeI-cRuCYw0RmhpSGjsl7yk","Abogado especialista en derecho de extranjería"
"Odériz Echevarría Abogados","4.4","12","C. Marqués de Larios, 4, 1ª planta","Málaga","Málaga","ES","https://oderizabogados.es/malaga/","+34 951 31 97 71","Abogado","Abogado penalista","Abogado de Derecho de familia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Od%C3%A9riz%20Echevarr%C3%ADa%20Abogados&query_place_id=ChIJZXLSuX_3cg0RAFO7fZK07gM","Abogado"
"Inmaculada Hernández González",,,"Av. Madre María Aznar, 73","Almería","Almería","ES","https://www.inmaculadahernandezgonzalez.com/","+34 628 61 71 59","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Inmaculada%20Hern%C3%A1ndez%20Gonz%C3%A1lez&query_place_id=ChIJ8baE2ySfeg0Rz9nytafC6Cs","Abogado"
"Nova Ley Abogados","5","246","Av. Juan Carlos I, 8, 3D","Lorca","Murcia","ES","http://www.novaleyabogados.es/","+34 868 48 03 36","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nova%20Ley%20Abogados&query_place_id=ChIJm0AtExznZA0RrHjmVs8eBYQ","Abogado"
"María Ana Pochettino Deambrosis",,,"Carrer de la Caritat, 16","Igualada","Barcelona","ES","http://linkedin.com/in/maria-ana-pochettino-deambrosis-75551452","+34 646 05 76 87","Servicios legales",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mar%C3%ADa%20Ana%20Pochettino%20Deambrosis&query_place_id=ChIJa6Dr_t5ppBIRd3utdhK02qY","Servicios legales"
"Luis García González Abogado - Beethelawyer","5","3","C. Rualasal, 14, 5º F","Santander","Cantabria","ES","https://www.facebook.com/beethelawyer","+34 722 26 94 42","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Luis%20Garc%C3%ADa%20Gonz%C3%A1lez%20Abogado%20-%20Beethelawyer&query_place_id=ChIJ2WBfR8ZLSQ0RqDOQ00_emSc","Abogado"
"Munill-Tudó Abogados","4.9","169","Carrer del Vall, 67, 1º 1ª planta 1","Terrassa","Barcelona","ES","https://munilltudoabogados.es/","+34 931 97 65 03","Abogado de Derecho de familia","Abogado penalista","Abogado matrimonialista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Munill-Tud%C3%B3%20Abogados&query_place_id=ChIJKX6lO9CTpBIRV4xyASbRyVg","Abogado de Derecho de familia"
"Díaz & Asociados Abogados","2.7","7","Avda. de Tirajana 37, 2C. Edificio Mercurio Torrre I","Playa del Ingles","Las Palmas","ES","http://diazasociadosabogados.com/","+34 696 60 85 22","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=D%C3%ADaz%20%26%20Asociados%20Abogados&query_place_id=ChIJGeqi0btiPwwR6unKoKejeuk","Abogado"
"DOMINGUEZ SERRA ADVOCAT","4.8","91","Carrer Santa Teresa 47 Primer Segona","Mataró","Barcelona","ES","http://www.abogado-mataro.com/","+34 633 94 74 39","Abogado especialista en derecho de extranjería","Abogado matrimonialista","Abogado especializado en derecho laboral","Bufete","Abogado especializado en derecho procesal",,,,,,,"https://www.google.com/maps/search/?api=1&query=DOMINGUEZ%20SERRA%20ADVOCAT&query_place_id=ChIJg-dGS-W1pBIRLVJFPuOfXIo","Abogado especialista en derecho de extranjería"
"Melero Y Garcia Abogados","3.5","8","Carrer de les Valls, 10, 1 1","Sabadell","Barcelona","ES","http://www.melerogarciaconsultores.com/","+34 651 41 10 92","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Melero%20Y%20Garcia%20Abogados&query_place_id=ChIJ8ZVwIq2xpBIRreecci6NPW8","Abogado"
"Torras Abogados","3.4","22","Ctra. de Vic, 109","Manresa","Barcelona","ES","https://www.torrasadvocats.es/","+34 938 77 14 39","Abogado","Abogado de Derecho de familia","Abogado de lesiones personales",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Torras%20Abogados&query_place_id=ChIJi7oFdQpYpBIRFurzdPuzFpo","Abogado"
"Arbitrium Advocats","4.3","47","Avinguda de Josep Fontcuberta, 145","Caldes de Montbui","Barcelona","ES","https://www.arbitrium.es/","+34 938 65 55 05","Abogado administrativo",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arbitrium%20Advocats&query_place_id=ChIJq6Qdeie_pBIRlPrCWo2NtUk","Abogado administrativo"
"Alessandra Garcia Abogada","5","4","Plaça Dalt, 9","Sentmenat","Barcelona","ES","https://divorciossabadell.es/","+34 634 24 03 04","Abogado de Derecho de familia",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alessandra%20Garcia%20Abogada&query_place_id=ChIJB-9v3B7rpBIRveetZDsA244","Abogado de Derecho de familia"
"Marta Gibert Morera",,,"Carrer de l'Església, 16, 3r 4a","Terrassa","Barcelona","ES","https://martagibertadvocada.com/","+34 633 20 86 39","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Marta%20Gibert%20Morera&query_place_id=ChIJwVAyOFaTpBIRB9iBmBB8gy8","Abogado"
"Andrea Perez Robaina Abogada y Mediadora","5","84","Carrer de Roca, 61","Sabadell","Barcelona","ES","https://aprabogada.com/","+34 685 57 55 25","Abogado especialista en derecho de extranjería","Advocat/ada civilista","Abogado penalista","Abogado de Derecho de familia","Abogado laboralista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Andrea%20Perez%20Robaina%20Abogada%20y%20Mediadora&query_place_id=ChIJrXocteSUpBIRoKBazbgjH-w","Abogado especialista en derecho de extranjería"
"Pilar Mateo Abogado","5","7","Carrer de Joaquim de Paz, 32","Terrassa","Barcelona","ES","http://www.mateolisa.com/","+34 937 84 84 63","Abogado de Derecho de familia",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pilar%20Mateo%20Abogado&query_place_id=ChIJ5Sq_Q8KSpBIR5sUwUSTcuto","Abogado de Derecho de familia"
"Cardedeu Legal Advocats","4.6","78","Ctra. Dosrius, 191, local B","Cardedeu","Barcelona","ES","http://www.cardedeulegal.cat/","+34 938 71 24 34","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cardedeu%20Legal%20Advocats&query_place_id=ChIJoR6qHD7JpBIRsdK1uLRpoiM","Abogado"
"Cañadío Abogados","4.4","25","C. José Ramón López Dóriga, Nº 3, Entresuelo","Santander","Cantabria","ES","https://www.xn--caadioabogados-rnb.es/","+34 942 23 72 74","Abogado especialista en derecho de extranjería","Abogado penalista","Abogado especializado en derecho laboral","Abogado de Derecho de familia","Abogado","Abogado especialista en derecho de seguros","Actuación judicial","Abogado fiscal","Abogado especializado en derecho procesal",,,"https://www.google.com/maps/search/?api=1&query=Ca%C3%B1ad%C3%ADo%20Abogados&query_place_id=ChIJ07LtJbRLSQ0RUzFsOE4J7U8","Abogado especialista en derecho de extranjería"
"Pragma Advocats","4.7","26","Carrer d'Altafulla, 8, 3-3","Mataró","Barcelona","ES","https://pragma-advocats.com/","+34 937 58 85 22","Abogado","Abogado matrimonialista","Abogado especializado en derecho laboral","Abogado de Derecho de familia","Colegio Oficial de Abogados","Abogado especializado en derecho procesal",,,,,,"https://www.google.com/maps/search/?api=1&query=Pragma%20Advocats&query_place_id=ChIJ0XTURh-1pBIRMUhiyj4KlgI","Abogado"
"ACU Abogados Castro Urdiales","5","25","C. Jardines, 1, 4B","Castro-Urdiales","Cantabria","ES","https://acuabogados.com/","+34 942 10 29 65","Abogado","Abogado matrimonialista","Abogado especializado en derecho laboral","Abogado de Derecho de familia","Bufete","Servicios legales",,,,,,"https://www.google.com/maps/search/?api=1&query=ACU%20Abogados%20Castro%20Urdiales&query_place_id=ChIJX9sTt6rzTg0RAcxmLD6CMss","Abogado"
"Trialis Advocats","4.1","7","Carrer de Faraday, 43, local","Terrassa","Barcelona","ES","https://trialis.es/","+34 617 64 40 20","Abogado de Derecho de familia",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trialis%20Advocats&query_place_id=ChIJcW8s6JOSpBIReg_jpf88QPs","Abogado de Derecho de familia"
"JÁUREGUI IBEAS","5","10","Calle Monte Cerrau, 28, BAJO","Oviedo","Asturias","ES","https://jaureguiibeas.es/","+34 644 77 76 35","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%C3%81UREGUI%20IBEAS&query_place_id=ChIJPcvbcayNNg0RvEvesJ18CCw","Abogado"
"Policía Nacional - Granollers","3.5","489","Carrer Miquel Ricomà, 65","Granollers","Barcelona","ES","http://www.policia.es/","+34 938 61 48 50","Oficina de pasaportes",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Polic%C3%ADa%20Nacional%20-%20Granollers&query_place_id=ChIJ-X8V7cbHpBIRKNxoVH_-Je8","Oficina de pasaportes"
"SDR Abogados","4.8","62","C. Burgos, 11, 3, Oficina 4","Santander","Cantabria","ES","https://www.santanderabogados.com/?gmb","+34 942 36 28 49","Abogado de Derecho de familia","Abogado penalista","Abogado matrimonialista","Abogado especializado en derecho laboral","Abogado especialista en derecho de extranjería","Abogado laboralista","Abogado de lesiones personales","Abogado especializado en seguridad social","Abogado especializado en derecho procesal",,,"https://www.google.com/maps/search/?api=1&query=SDR%20Abogados&query_place_id=ChIJDa03ucxLSQ0RfVX3bNPJljM","Abogado de Derecho de familia"
"Nuria Julià - Advocat - Abogado","4.6","30","Carrer Pare Carles de Barcelona, 8, Baixos","Igualada","Barcelona","ES","http://www.canojuliaadvocats.com/","+34 938 03 72 05","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nuria%20Juli%C3%A0%20-%20Advocat%20-%20Abogado&query_place_id=ChIJrYW-2NpppBIRt0xLPhKt-4g","Abogado"
"Humbert Batlle - Abogado Especialista Civil","4.2","5","Carrer del Mestre Feliu Monné, 9","Esparreguera","Barcelona","ES","http://www.icab.cat/?go=eaf9d1a0ec5f1dc58757ad6cffdacedb4d94afd09336f9d47c080078822c0796e2d71c2297bcec77cef35c8716bd64e314592aaa19be0dd4a171a97923b9185e","+34 676 89 33 17","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Humbert%20Batlle%20-%20Abogado%20Especialista%20Civil&query_place_id=ChIJHX0ia1KKpBIRU-8KGjiaozE","Abogado"
"Gestoria Maresme | GAM | Gestoria Mataró","4.9","619","Carrer de Jaume Ibran, 20, local 2","Mataró","Barcelona","ES","https://gestoriamaresme.com/","+34 931 73 33 01","Gestoría","Contable","Consultora de administración empresarial","Asesor","Departamento de Transporte","Asesoría laboral","Consultora financiera","Planificador financiero","Servicios legales","Asesor fiscal",,"https://www.google.com/maps/search/?api=1&query=Gestoria%20Maresme%20%7C%20GAM%20%7C%20Gestoria%20Matar%C3%B3&query_place_id=ChIJ871f0hi1pBIRW4Xmwyh1vys","Gestoría"
"María González Roldán Abogada","5","17","C. Morería, 3ºA","Córdoba","Córdoba","ES","https://abogadosgr.es/","+34 626 32 47 50","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mar%C3%ADa%20Gonz%C3%A1lez%20Rold%C3%A1n%20Abogada&query_place_id=ChIJ-a1GiAjfbA0Rqzde_MXSqLI","Abogado"
"Boil Fernández Geli","5","3","Carrer de Josep Umbert i Ventura, 92-94, 3ª planta","Granollers","Barcelona","ES","http://www.boilfernandezgeli.com/","+34 938 79 54 59","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Boil%20Fern%C3%A1ndez%20Geli&query_place_id=ChIJ1UFNYsfHpBIRa-xPkQPnHBo","Abogado"
"DJM Advocats","4.6","16","Carrer de Sant Roc, 35 , 2ª, 2ª","Mollet del Vallès","Barcelona","ES","http://www.djmadvocats.com/","+34 605 98 06 49","Abogado","Abogado de Derecho de familia",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DJM%20Advocats&query_place_id=ChIJ85lL_Cu_pBIRWmZTHsB6E9g","Abogado"
"Advocats Parets","4.7","34","Carrer de Víctor Català, 9, Local","Parets del Vallès","Barcelona","ES","http://www.advocatsparets.com/","+34 610 61 56 26","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Advocats%20Parets&query_place_id=ChIJBzTpE6S4pBIRXdjwWu3AL5g","Abogado"
"VERITAS GESTIÓN | Gestoría - Correduría de Seguros","4.8","1084","Av. Lluís Companys, 2, Local 3","Parets del Vallès","Barcelona","ES","https://veritasgestion.com/","+34 935 73 93 80","Abogado especialista en derecho de extranjería","Gestor","Asesor","Agencia de seguros para el hogar","Gestoría","Corredor de seguros","Compañía de seguros","Servicio de marketing por Internet","Servicio de asesoramiento fiscal","Oficina de tráfico",,"https://www.google.com/maps/search/?api=1&query=VERITAS%20GESTI%C3%93N%20%7C%20Gestor%C3%ADa%20-%20Corredur%C3%ADa%20de%20Seguros&query_place_id=ChIJT0iS3q64pBIRb49b-BJ6yls","Abogado especialista en derecho de extranjería"
"HDH Abogados","4.9","88","Carrer del Poeta Josep Cervera i Grífol, 12","València","Valencia","ES","http://www.hdhabogadosvalencia.com/","+34 653 23 04 66","Abogado especialista en derecho de extranjería","Abogado administrativo","Abogado penalista","Abogado matrimonialista","Abogado de Derecho de familia","Abogado","Abogado laboralista",,,,,"https://www.google.com/maps/search/?api=1&query=HDH%20Abogados&query_place_id=ChIJs0v1LN1IYA0RB03PHWH3T4g","Abogado especialista en derecho de extranjería"
"Álvaro Vélez Abogado Cantabria","5","5","Calle la Mar, 7 bis","Colindres","Cantabria","ES","https://www.alvarovelezabogados.com/","+34 633 16 71 78","Abogado especialista en derecho de extranjería","Abogado administrativo","Abogado matrimonialista","Abogado especializado en derecho laboral","Abogado de Derecho de familia","Abogado","Abogado de lesiones personales","Abogado especializado en seguridad social","Abogado especializado en derecho procesal",,,"https://www.google.com/maps/search/?api=1&query=%C3%81lvaro%20V%C3%A9lez%20Abogado%20Cantabria&query_place_id=ChIJoXDu8bnBTg0ROmFbouqfVt4","Abogado especialista en derecho de extranjería"
"Ortiz Otero abogados y mediadores","4","25","La rambla n° 36, 1-2","Sabadell","Barcelona","ES","https://www.ortizoteroabogados.com/es/","+34 617 83 54 45","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ortiz%20Otero%20abogados%20y%20mediadores&query_place_id=ChIJXZMXIwocNA0RMoKLaWkgve0","Abogado"
"Altressí Advocats, i Associats","3","2","Avinguda de Jaume Recoder, 31 - 33, planta 1, puerta 4","Mataró","Barcelona","ES","http://altressi.com/","+34 932 29 41 08","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Altress%C3%AD%20Advocats%2C%20i%20Associats&query_place_id=ChIJp-TCnN-0pBIRqaGkX4bawW8","Abogado"
"CIF ADVOCATS - VERONICA CUEVAS DE LA PARRA","5","7","Carrer de Sant Joan Baptista de la Salle, 4-6","Manresa","Barcelona","ES","http://www.cifadec.com/","+34 938 75 23 00","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CIF%20ADVOCATS%20-%20VERONICA%20CUEVAS%20DE%20LA%20PARRA&query_place_id=ChIJayqe579ZpBIRZT1bZGd3ViU","Abogado"
"Proiure Abogados","5","68","Av. Francesc Macià, 93","Esparreguera","Barcelona","ES","http://www.proiure-abogados.com/","+34 644 61 53 86","Advocat/ada civilista","Abogado penalista","Abogado matrimonialista","Abogado de Derecho de familia","Abogado","Abogado especialista en derecho de seguros","Abogado especializado en derecho procesal",,,,,"https://www.google.com/maps/search/?api=1&query=Proiure%20Abogados&query_place_id=ChIJz0Tw2lOKpBIRslz4aCraHho","Advocat/ada civilista"
"Abogada de Familia en Zaragoza","4.9","59","Avenida de Valencia 51-53, 2º B, escalera 1ª, Av. de Valencia, 34","Zaragoza","Zaragoza","ES","http://abogadosdivorcioszaragoza.com/","+34 876 71 19 33","Abogado de Derecho de familia","Abogado matrimonialista","Abogado",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Abogada%20de%20Familia%20en%20Zaragoza&query_place_id=ChIJr0WpRdAUWQ0RWPWxJtWvhfE","Abogado de Derecho de familia"
"Gomez & Campos Asesores","4.2","13","Carrer del Camí Reial, 132","Palau-solità i Plegamans","Barcelona","ES","http://www.asesorstc.com/","+34 938 64 87 33","Gestor","Abogado administrativo","Asesoría laboral","Agencia de seguros","Abogado","Administrador de la propiedad","Asesor fiscal",,,,,"https://www.google.com/maps/search/?api=1&query=Gomez%20%26%20Campos%20Asesores&query_place_id=ChIJQ9Tm22TApBIRNFPELxAofo0","Gestor"
"Torrescollados Abogados","5","69","C. San Francisco, nº 1, 3º C","Baza","Granada","ES","http://www.torrescolladosabogados.com/","+34 958 99 12 50","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Torrescollados%20Abogados&query_place_id=ChIJbzWattDpbw0ROiZk2IRI0DU","Abogado"
"ABOGADOS EN EXTRANJERÍA Y NACIONALIDAD","5","376","Carrer de Francesc Moragas, 43","Manresa","Barcelona","ES","https://www.somestrangeria.es/","+34 935 22 06 63","Abogado especialista en derecho de extranjería",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ABOGADOS%20EN%20EXTRANJER%C3%8DA%20Y%20NACIONALIDAD&query_place_id=ChIJsVtuUg1YpBIRHwDKteSAiqE","Abogado especialista en derecho de extranjería"
"ESF Advocats - Elisenda Sesé","5","5","Ronda President Irla, 26, Despatx 43","Mataró","Barcelona","ES","https://www.esfadvocats.com/","+34 600 07 39 34","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ESF%20Advocats%20-%20Elisenda%20Ses%C3%A9&query_place_id=ChIJmZTgPIt1xAwRxC7DCrQdHds","Abogado"
"antoja abogados","4.9","88","Camí Ral de la Mercè, 377, 4º 2ª","Mataró","Barcelona","ES","http://antojaadvocats.com/contacto/","+34 657 90 55 13","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=antoja%20abogados&query_place_id=ChIJ__8vxSC1pBIRDGqdb5d_8IM","Abogado"
"Pérez Legal Abogados & Asesores","4.9","71","Carrer Anselm Clavé, 38, 2 planta","Granollers","Barcelona","ES","https://legalabogadosasesores.com/","+34 699 78 24 16","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=P%C3%A9rez%20Legal%20Abogados%20%26%20Asesores&query_place_id=ChIJ4ePdqL_HpBIRgbrVkmuk9ps","Abogado"
"Cristina Galí Sampalo","4.1","7","Carrer de Volta, 186, local C","Terrassa","Barcelona","ES","https://www.galisampaloabogados.com/es","+34 647 64 81 72","Bufete",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cristina%20Gal%C3%AD%20Sampalo&query_place_id=ChIJPyJAlJSSpBIR0rdN31vSgb4","Bufete"
"Servicios Jurídicos","3.4","20",,,,,"https://extranjeria-valencia.com/","+34 691 06 59 97","Abogado especialista en derecho de extranjería","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Servicios%20Jur%C3%ADdicos&query_place_id=ChIJezW888xIYA0RFKiFznr0ilM","Abogado especialista en derecho de extranjería"
"Català-Reinón Abogados","4.2","110","Carrer Església, 7","Sabadell","Barcelona","ES","https://www.catala-reinon.es/despacho-abogados-sabadell","+34 938 58 99 68","Abogado laboralista","Abogado administrativo","Abogado penalista","Abogado de Derecho de familia","Abogado","Abogado fiscal",,,,,,"https://www.google.com/maps/search/?api=1&query=Catal%C3%A0-Rein%C3%B3n%20Abogados&query_place_id=ChIJRSp41QOVpBIRq25rVYHWr2Q","Abogado laboralista"
"Greta Valencia Abogada","4.9","14","C. Carreño Miranda, 11, 7b","Avilés","Asturias","ES","https://gretavalencia.es/","+34 635 02 23 70","Abogado matrimonialista",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Greta%20Valencia%20Abogada&query_place_id=ChIJ_____4OcNg0RBJb17XN8vs0","Abogado matrimonialista"
"Canarian Legal Alliance S L","3.6","37","C. Graciliano Afonso, 18","Arguineguín","Las Palmas","ES","https://canarianlegalalliance.com/","+34 928 18 50 28","Bufete",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Canarian%20Legal%20Alliance%20S%20L&query_place_id=ChIJw9aUPfx9PwwRNPmuQeoxJH4","Bufete"
"Fontaneda Abogados","4.5","11","C. González del Valle, 9, 3⁰B","Oviedo","Asturias","ES","http://fontanedaabogados.com/","+34 985 22 59 76","Bufete",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fontaneda%20Abogados&query_place_id=ChIJWxFu2OWMNg0RwvQbZVEGuhg","Bufete"
"Patricia Moral Muñoz. Abogada","5","20","Carrer d'Arenys de Mar, 1, Local C","Sentmenat","Barcelona","ES","http://www.patriciamoraladvocada.cat/","+34 649 10 33 60","Abogado",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Patricia%20Moral%20Mu%C3%B1oz.%20Abogada&query_place_id=ChIJG5efllnqpBIR5JOuHBhkPzc","Abogado"
"Pérez Llopis abogados","4.7","163","Torre Millenium, Av. de Francesc Macià, 60, Planta 19","Sabadell","Barcelona","ES","https://www.perezllopis.com/","+34 935 19 48 84","Abogado","Abogado penalista","Abogado especializado en derecho laboral","Abogado de Derecho de familia","Abogado laboralista",,,,,,,"https://www.google.com/maps/search/?api=1&query=P%C3%A9rez%20Llopis%20abogados&query_place_id=ChIJSY09dFKVpBIRBid4iBRv3Os","Abogado"
